content_qa_run_id	data_factory_run_id	entry_id	source	part_of_speech	level	decision	ukrainian	qa_reason
MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V4_round01	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V4_round01	ox5000-7e010b349356a4ff144c	bug	noun	B2	BLOCKED		BLOCKED V4: Wiktionary candidate does not back-translate to the exact English lexical identity; method=en_wiktionary_matching_pos_uk_translation; exact Oxford definition='any small insect'; candidate='ку́зка'; reverse='Ostrich'; lexical=0.000; candidate_definition_similarity=0.371; reverse_definition_similarity=0.416.
MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V4_round01	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V4_round01	ox5000-bc1029015aec50c2aea1	cabin	noun	B2	BLOCKED		BLOCKED V4: noun candidate is verbal; method=en_wiktionary_matching_pos_uk_translation; exact Oxford definition='a small room on a ship in which you live or sleep'; candidate='хати́на'; reverse='House'; lexical=0.000; candidate_definition_similarity=0.245; reverse_definition_similarity=0.412.
MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V4_round01	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V4_round01	ox5000-b575091301cde0aab47c	canal	noun	B2	BLOCKED		BLOCKED V4: Wiktionary lexical candidate lacks two-sided exact-definition support; method=en_wiktionary_matching_pos_uk_translation; exact Oxford definition='a long straight passage dug in the ground and filled with water for boats and ships to travel along; a smaller passage used for carrying water to fields, crops, etc.'; candidate='кана́л'; reverse='canal'; lexical=1.000; candidate_definition_similarity=0.166; reverse_definition_similarity=0.448.
MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V4_round01	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V4_round01	ox5000-6c90d20f57eaa3951076	candle	noun	B2	PASS	свічка	PASS V4: concise lexical equivalent; method=Helsinki-NLP/opus-mt-en-uk_surface_candidate; exact Oxford definition='a round stick of wax with a piece of string (called a wick ) through the middle that is lit to give light as it burns'; candidate='свічка'; reverse='candle'; lexical=1.000; candidate_definition_similarity=0.618; reverse_definition_similarity=0.593; lexical-form/POS/role/source-grounded checks PASS.
MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V4_round01	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V4_round01	ox5000-aadc5f65541eae6cccd0	carbon	noun	B2	PASS	вугле́ць	PASS V4: concise lexical equivalent; method=en_wiktionary_matching_pos_uk_translation; exact Oxford definition='a chemical element. Carbon is found in all living things, existing in a pure state as diamond and graphite .'; candidate='вугле́ць'; reverse='carbon'; lexical=1.000; candidate_definition_similarity=0.604; reverse_definition_similarity=0.652; lexical-form/POS/role/source-grounded checks PASS.
MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V4_round01	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V4_round01	ox5000-9c94f94be7b1a888dd21	casual	adjective	B2	BLOCKED		BLOCKED V4: surface MT candidate does not back-translate to the exact English lexical identity; method=Helsinki-NLP/opus-mt-en-uk_surface_candidate; exact Oxford definition='not formal'; candidate='випадковий'; reverse='random'; lexical=0.167; candidate_definition_similarity=0.471; reverse_definition_similarity=0.229.
MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V4_round01	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V4_round01	ox5000-2f11663a968a94ccb406	cave	noun	B2	PASS	печера	PASS V4: concise lexical equivalent; method=Helsinki-NLP/opus-mt-en-uk_surface_candidate; exact Oxford definition='a large hole in the side of a hill or cliff or under the ground'; candidate='печера'; reverse='Cave'; lexical=1.000; candidate_definition_similarity=0.635; reverse_definition_similarity=0.616; lexical-form/POS/role/source-grounded checks PASS.
MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V4_round01	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V4_round01	ox5000-1a9ae9f38cefadbdbe69	certainty	noun	B2	BLOCKED		BLOCKED V4: Wiktionary candidate does not back-translate to the exact English lexical identity; method=en_wiktionary_matching_pos_uk_translation; exact Oxford definition='the state of being certain'; candidate='впе́вненість'; reverse='sureness'; lexical=0.235; candidate_definition_similarity=0.488; reverse_definition_similarity=0.723.
MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V4_round01	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V4_round01	ox5000-f65ec664052307d40e5e	certificate	noun	B2	BLOCKED		BLOCKED V4: Wiktionary candidate does not back-translate to the exact English lexical identity; method=en_wiktionary_matching_pos_uk_translation; exact Oxford definition='an official document that may be used to prove that the facts it states are true'; candidate='свідо́цтво'; reverse='Testimony'; lexical=0.300; candidate_definition_similarity=0.331; reverse_definition_similarity=0.394.
MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V4_round01	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V4_round01	ox5000-d11e4137c39c91300aa9	challenging	adjective	B2	BLOCKED		BLOCKED V4: surface MT candidate does not back-translate to the exact English lexical identity; method=Helsinki-NLP/opus-mt-en-uk_surface_candidate; exact Oxford definition='difficult in an interesting way that tests your ability'; candidate='складний'; reverse='complex'; lexical=0.333; candidate_definition_similarity=0.417; reverse_definition_similarity=0.249.
MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V4_round01	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V4_round01	ox5000-371ffb23c06cf5d1b8ef	championship	noun	B2	BLOCKED		BLOCKED V4: Wiktionary candidate does not back-translate to the exact English lexical identity; method=en_wiktionary_matching_pos_uk_translation; exact Oxford definition='a competition to find the best player or team in a particular sport'; candidate='чемпіона́т'; reverse='champion'; lexical=1.000; candidate_definition_similarity=0.592; reverse_definition_similarity=0.569.
MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V4_round01	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V4_round01	ox5000-aa38df2298e6ecac59b2	charming	adjective	B2	PASS	чарівна	PASS V4: concise lexical equivalent; method=Helsinki-NLP/opus-mt-en-uk_surface_candidate; exact Oxford definition='very pleasant or attractive'; candidate='чарівна'; reverse='charming'; lexical=1.000; candidate_definition_similarity=0.591; reverse_definition_similarity=0.723; lexical-form/POS/role/source-grounded checks PASS.
MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V4_round01	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V4_round01	ox5000-faf95786d6bb15f92757	chase	noun	B2	BLOCKED		BLOCKED V4: noun candidate is an infinitive/verb form; method=en_wiktionary_matching_pos_uk_translation; exact Oxford definition='an act of running or driving after somebody/something in order to catch them or it'; candidate='поганя́ти'; reverse='Figurative'; lexical=0.267; candidate_definition_similarity=0.424; reverse_definition_similarity=0.342.
MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V4_round01	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V4_round01	ox5000-1c569c97ca81d70efaf2	chase	verb	B2	BLOCKED		BLOCKED V4: semantic role mismatch: Oxford definition requires person, reverse candidate looks process; method=en_wiktionary_matching_pos_uk_translation; exact Oxford definition='to run, drive, etc. after somebody/something in order to catch them or it'; candidate='погна́ти'; reverse='Plowing'; lexical=0.000; candidate_definition_similarity=0.346; reverse_definition_similarity=0.260.
MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V4_round01	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V4_round01	ox5000-9f02d00aa1a75bbfe2ec	cheek	noun	B2	BLOCKED		BLOCKED V4: Wiktionary candidate does not back-translate to the exact English lexical identity; method=en_wiktionary_matching_pos_uk_translation; exact Oxford definition='either side of the face below the eyes'; candidate='щока́'; reverse='whakʹ'; lexical=0.444; candidate_definition_similarity=0.261; reverse_definition_similarity=0.275.
MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V4_round01	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V4_round01	ox5000-e9afbf1e9b9ba09c65ee	cheer	noun	B2	BLOCKED		BLOCKED V4: surface MT candidate does not back-translate to the exact English lexical identity; method=Helsinki-NLP/opus-mt-en-uk_surface_candidate; exact Oxford definition='a shout of joy, support or praise'; candidate='веселий'; reverse='fun'; lexical=0.000; candidate_definition_similarity=0.681; reverse_definition_similarity=0.499.
MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V4_round01	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V4_round01	ox5000-042f56b4f8aa0bfb23f1	cheer	verb	B2	BLOCKED		BLOCKED V4: verb candidate is not an appropriate Ukrainian infinitive/verb phrase; method=Helsinki-NLP/opus-mt-en-uk_surface_candidate; exact Oxford definition='to shout loudly, in order to show support or praise for somebody, or to encourage them'; candidate='веселий'; reverse='fun'; lexical=0.000; candidate_definition_similarity=0.377; reverse_definition_similarity=0.246.
MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V4_round01	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V4_round01	ox5000-4e45db7231a1deb4a27d	choir	noun	B2	BLOCKED		BLOCKED V4: semantic role mismatch: Oxford definition requires person, reverse candidate looks generic; method=en_wiktionary_matching_pos_uk_translation; exact Oxford definition='a group of people who sing together, for example in church services or public performances'; candidate='хор'; reverse='Chorus'; lexical=0.727; candidate_definition_similarity=0.684; reverse_definition_similarity=0.673.
MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V4_round01	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V4_round01	ox5000-5f21cc31a80fe8b694f6	chop	verb	B2	BLOCKED		BLOCKED V4: English/source-language residue or model artifact; method=Helsinki-NLP/opus-mt-en-uk_surface_candidate; exact Oxford definition='to cut something into pieces with a sharp tool such as a knife'; candidate='bar'; reverse='bar'; lexical=0.000; candidate_definition_similarity=0.126; reverse_definition_similarity=0.126.
MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V4_round01	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V4_round01	ox5000-14a30058a90886f8f5dc	circuit	noun	B2	BLOCKED		BLOCKED V4: semantic role mismatch: Oxford definition requires place, reverse candidate looks generic; method=en_wiktionary_matching_pos_uk_translation; exact Oxford definition='a line, route or journey around a place'; candidate='кругоо́біг'; reverse='round run'; lexical=0.250; candidate_definition_similarity=0.505; reverse_definition_similarity=0.333.
MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V4_round01	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V4_round01	ox5000-50c859b7eef5dc7ea1e0	civilization	noun	B2	PASS	цивіліза́ція	PASS V4: concise lexical equivalent; method=en_wiktionary_matching_pos_uk_translation; exact Oxford definition='a state of human society that is very developed and organized'; candidate='цивіліза́ція'; reverse='civilization'; lexical=1.000; candidate_definition_similarity=0.653; reverse_definition_similarity=0.629; lexical-form/POS/role/source-grounded checks PASS.
MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V4_round01	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V4_round01	ox5000-086a5e82dfa259ffe944	clarify	verb	B2	BLOCKED		BLOCKED V4: Wiktionary candidate does not back-translate to the exact English lexical identity; method=en_wiktionary_matching_pos_uk_translation; exact Oxford definition='to make something clearer or easier to understand'; candidate='очища́ти'; reverse='cleanse'; lexical=0.429; candidate_definition_similarity=0.394; reverse_definition_similarity=0.339.
MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V4_round01	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V4_round01	ox5000-6d64823d57328578c4d4	classify	verb	B2	BLOCKED		BLOCKED V4: Wiktionary candidate does not back-translate to the exact English lexical identity; method=en_wiktionary_matching_pos_uk_translation; exact Oxford definition='to arrange something in groups according to features that they have in common'; candidate='засекре́чувати'; reverse='Cluctrate'; lexical=0.353; candidate_definition_similarity=0.265; reverse_definition_similarity=0.325.
MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V4_round01	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V4_round01	ox5000-123000ccb24aad3cb552	clerk	noun	B2	BLOCKED		BLOCKED V4: semantic role mismatch: Oxford definition requires person, reverse candidate looks generic; method=en_wiktionary_matching_pos_uk_translation; exact Oxford definition='a person whose job is to serve customers in a shop'; candidate='службо́вка'; reverse='Service'; lexical=0.333; candidate_definition_similarity=0.480; reverse_definition_similarity=0.429.
MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V4_round01	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V4_round01	ox5000-bf7922083634871fd76e	cliff	noun	B2	BLOCKED		BLOCKED V4: Wiktionary candidate does not back-translate to the exact English lexical identity; method=en_wiktionary_matching_pos_uk_translation; exact Oxford definition='a high area of rock with a very steep side, often at the edge of the sea or ocean'; candidate='ске́ля'; reverse='rock'; lexical=0.222; candidate_definition_similarity=0.182; reverse_definition_similarity=0.506.
MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V4_round01	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V4_round01	ox5000-065f94e1d344097a9fb6	clinic	noun	B2	BLOCKED		BLOCKED V4: semantic role mismatch: Oxford definition requires place, reverse candidate looks generic; method=en_wiktionary_matching_pos_uk_translation; exact Oxford definition='a building or part of a hospital where people can go for special medical treatment or advice'; candidate='амбулато́рія'; reverse='ambultoria'; lexical=0.250; candidate_definition_similarity=0.290; reverse_definition_similarity=0.328.
MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V4_round01	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V4_round01	ox5000-a57faf81bb42681a8e1a	clip	noun	B2	PASS	кліп	PASS V4: concise lexical equivalent; method=Helsinki-NLP/opus-mt-en-uk_surface_candidate; exact Oxford definition='a short part of a film that is shown separately'; candidate='кліп'; reverse='music clip'; lexical=1.000; candidate_definition_similarity=0.540; reverse_definition_similarity=0.449; lexical-form/POS/role/source-grounded checks PASS.
MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V4_round01	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V4_round01	ox5000-716808837b74db6359aa	coincidence	noun	B2	BLOCKED		BLOCKED V4: Wiktionary candidate does not back-translate to the exact English lexical identity; method=en_wiktionary_matching_pos_uk_translation; exact Oxford definition='the fact of two things happening at the same time by chance, in a surprising way'; candidate='збіг'; reverse='match'; lexical=0.125; candidate_definition_similarity=0.455; reverse_definition_similarity=0.241.
MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V4_round01	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V4_round01	ox5000-8c5031daad7f45108dc2	collector	noun	B2	BLOCKED		BLOCKED V4: semantic role mismatch: Oxford definition requires person, reverse candidate looks process; method=en_wiktionary_matching_pos_uk_translation; exact Oxford definition='a person who collects things, either as a hobby or as a job'; candidate='колекціоне́р'; reverse='collection'; lexical=0.842; candidate_definition_similarity=0.591; reverse_definition_similarity=0.481.
MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V4_round01	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V4_round01	ox5000-d986169e6087570a695b	colony	noun	B2	BLOCKED		BLOCKED V4: semantic role mismatch: Oxford definition requires place, reverse candidate looks generic; method=en_wiktionary_matching_pos_uk_translation; exact Oxford definition='a country or an area that is governed by people from another, more powerful, country'; candidate='коло́нія'; reverse='numonium'; lexical=0.286; candidate_definition_similarity=0.282; reverse_definition_similarity=0.059.
MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V4_round01	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V4_round01	ox5000-e8838df3182b0d30fd61	colourful	adjective	B2	BLOCKED		BLOCKED V4: surface MT candidate does not back-translate to the exact English lexical identity; method=Helsinki-NLP/opus-mt-en-uk_surface_candidate; exact Oxford definition='full of bright colours or having a lot of different colours'; candidate='кольоровий'; reverse='color'; lexical=0.714; candidate_definition_similarity=0.722; reverse_definition_similarity=0.696.
MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V4_round01	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V4_round01	ox5000-85c56babf231b6fd11a6	comic	adjective	B2	BLOCKED		BLOCKED V4: adjective candidate has no plausible Ukrainian adjective morphology; method=Helsinki-NLP/opus-mt-en-uk_surface_candidate; exact Oxford definition='humorous and making you laugh'; candidate='комікси'; reverse='comics'; lexical=1.000; candidate_definition_similarity=0.379; reverse_definition_similarity=0.279.
MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V4_round01	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V4_round01	ox5000-3ef335dbc548cf6ee9a2	comic	noun	B2	BLOCKED		BLOCKED V4: Wiktionary candidate does not back-translate to the exact English lexical identity; method=en_wiktionary_matching_pos_uk_translation; exact Oxford definition='a magazine, usually for children, that tells stories through pictures'; candidate='ко́мік'; reverse='Koʹmika'; lexical=0.500; candidate_definition_similarity=0.211; reverse_definition_similarity=0.133.
MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V4_round01	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V4_round01	ox5000-8088b7e5636be8851c0c	commander	noun	B2	PASS	команди́р	PASS V4: concise lexical equivalent; method=en_wiktionary_matching_pos_uk_translation; exact Oxford definition='a person who is in charge of something, especially an officer in charge of a particular group of soldiers or a military operation'; candidate='команди́р'; reverse='commander'; lexical=1.000; candidate_definition_similarity=0.404; reverse_definition_similarity=0.641; lexical-form/POS/role/source-grounded checks PASS.
MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V4_round01	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V4_round01	ox5000-39d12fcbbe01c1f981f5	comparative	adjective	B2	PASS	порівня́льний	PASS V4: concise lexical equivalent; method=en_wiktionary_matching_pos_uk_translation; exact Oxford definition='measured or judged by how similar or different it is to something else'; candidate='порівня́льний'; reverse='comparative'; lexical=1.000; candidate_definition_similarity=0.477; reverse_definition_similarity=0.462; lexical-form/POS/role/source-grounded checks PASS.
MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V4_round01	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V4_round01	ox5000-3b7af52b2f41a82a1271	completion	noun	B2	PASS	завершення	PASS V4: concise lexical equivalent; method=Helsinki-NLP/opus-mt-en-uk_surface_candidate; exact Oxford definition='the act or process of finishing something; the state of being finished and complete'; candidate='завершення'; reverse='completion'; lexical=1.000; candidate_definition_similarity=0.628; reverse_definition_similarity=0.646; lexical-form/POS/role/source-grounded checks PASS.
MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V4_round01	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V4_round01	ox5000-e07de55ff108c88cf492	compose	verb	B2	BLOCKED		BLOCKED V4: Wiktionary candidate does not back-translate to the exact English lexical identity; method=en_wiktionary_matching_pos_uk_translation; exact Oxford definition='to write music'; candidate='склада́ти'; reverse='syllables'; lexical=0.250; candidate_definition_similarity=0.347; reverse_definition_similarity=0.301.
MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V4_round01	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V4_round01	ox5000-9a75af8e33d69fd7d823	composer	noun	B2	BLOCKED		BLOCKED V4: Wiktionary candidate does not back-translate to the exact English lexical identity; method=en_wiktionary_matching_pos_uk_translation; exact Oxford definition='a person who writes music, especially classical music'; candidate='компози́тор'; reverse='Compositor'; lexical=0.778; candidate_definition_similarity=0.571; reverse_definition_similarity=0.213.
MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V4_round01	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V4_round01	ox5000-0f76508d4a3a6e8d10e7	compound	noun	B2	BLOCKED		BLOCKED V4: candidate is not predominantly Ukrainian; method=Helsinki-NLP/opus-mt-en-uk_surface_candidate; exact Oxford definition='a thing consisting of two or more separate things combined together'; candidate='complication'; reverse='complication'; lexical=0.600; candidate_definition_similarity=0.253; reverse_definition_similarity=0.253.
MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V4_round01	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V4_round01	ox5000-cef7e9caa766c637d105	comprehensive	adjective	B2	BLOCKED		BLOCKED V4: Wiktionary candidate does not back-translate to the exact English lexical identity; method=en_wiktionary_matching_pos_uk_translation; exact Oxford definition='including all, or almost all, the items, details, facts, information, etc., that may be involved'; candidate='всебі́чний'; reverse='full - fledged'; lexical=0.160; candidate_definition_similarity=0.332; reverse_definition_similarity=0.216.
MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V4_round01	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V4_round01	ox5000-6836ebe09ea109e5cb9c	comprise	verb	B2	BLOCKED		BLOCKED V4: Wiktionary candidate does not back-translate to the exact English lexical identity; method=en_wiktionary_matching_pos_uk_translation; exact Oxford definition='to have somebody/something as parts or members'; candidate='складатися із'; reverse='consist of'; lexical=0.444; candidate_definition_similarity=0.423; reverse_definition_similarity=0.392.
MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V4_round01	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V4_round01	ox5000-ab47bcb0aeacbb3a4f2b	compulsory	adjective	B2	BLOCKED		"BLOCKED V4: Wiktionary candidate does not back-translate to the exact English lexical identity; method=en_wiktionary_matching_pos_uk_translation; exact Oxford definition='that must be done because of a law or a rule'; candidate=""обов'язко́вий""; reverse='army'; lexical=0.286; candidate_definition_similarity=0.507; reverse_definition_similarity=0.115."
MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V4_round01	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V4_round01	ox5000-3dbc882686b6ebef26d1	concrete	adjective	B2	BLOCKED		BLOCKED V4: Wiktionary candidate does not back-translate to the exact English lexical identity; method=en_wiktionary_matching_pos_uk_translation; exact Oxford definition='made of concrete'; candidate='спра́вжній'; reverse='question'; lexical=0.250; candidate_definition_similarity=0.273; reverse_definition_similarity=0.237.
